id,nombre_cliente,email,producto,precio,cantidad,fecha_compra
TXN-1058,Elena,elena68@gmail.com,Headset Gamer,117.77,5,2026-01-13 00:00:00
TXN-1345,Juan,maria49@gmail.com,Mouse Wireless,756.78,5,2026-01-25 00:00:00
TXN-1478,Marta,ana18@gmail.com,Monitor 4K,111.92,2,2026-01-27 00:00:00
TXN-1343,Maria,ana90@gmail.com,Teclado Mecánico,380.82,1,2026-01-25 00:00:00
!!!,Marta123!!,NaN,Laptop Pro,N/A,None,00/00/0000
TXN-1038,Marta,luis38@gmail.com,Cable HDMI,537.66,1,2026-01-04 00:00:00
TXN-1002,Maria,ana59@gmail.com,Monitor 4K,759.81,3,2026-01-28 00:00:00
ERR-#64,Carlos123!!,NaN,Monitor 4K,0.00$,None,2026-15-99
TXN-1146,Marta,juan69@gmail.com,Laptop Pro,728.97,4,2026-01-24 00:00:00
TXN-1472,Maria,ana76@gmail.com,Laptop Pro,926.29,2,2026-01-16 00:00:00
NULL,Maria123!!,usuario@sinpunto,Headset Gamer,"999,99€",999999,2026-15-99
!!!,Carlos123!!,---,Mouse Wireless,N/A,N/A,00/00/0000
TXN-1102,Elena,elena40@gmail.com,Mouse Wireless,310.54,3,2026-01-23 00:00:00
TXN-1353,Marta,carlos96@gmail.com,Headset Gamer,948.2,5,2026-01-03 00:00:00
,,,,,,
TXN-1460,Elena,luis37@gmail.com,Monitor 4K,298.54,5,2026-01-23 00:00:00
TXN-1033,Luis,elena12@gmail.com,Mouse Wireless,532.89,5,2026-01-09 00:00:00
NULL,Marta123!!,NaN,Mouse Wireless,N/A,N/A,00/00/0000
TXN-1233,Ana,marta68@gmail.com,Headset Gamer,353.96,3,2026-01-03 00:00:00
NULL,Juan123!!,12345,Headset Gamer,BBDD_ERR, ,MAÑANA
,,,,,,
TXN-1122,Carlos,marta77@gmail.com,Headset Gamer,53.09,3,2026-01-05 00:00:00
NULL,Luis123!!,NaN,Mouse Wireless,0.00$,N/A,MAÑANA
!!!,Luis123!!,error_mail,Teclado Mecánico,N/A,N/A,00/00/0000
TXN-1279,Marta,luis78@gmail.com,Headset Gamer,386.47,1,2026-01-07 00:00:00
TXN-1206,Maria,carlos11@gmail.com,Laptop Pro,964.16,2,2026-01-14 00:00:00
ERR-#35,Maria123!!,---,Laptop Pro,GRATIS, ,2026-15-99
ERR-#28,Carlos123!!,usuario@sinpunto,Teclado Mecánico,0.00$,-1,2026-15-99
TXN-1017,Ana,maria89@gmail.com,Mouse Wireless,416.64,4,2026-01-09 00:00:00
!!!,Pedro123!!,12345,Headset Gamer,GRATIS,999999,00/00/0000
TXN-1077,Marta,carlos59@gmail.com,Laptop Pro,656.62,5,2026-01-18 00:00:00
ERR-#20,Juan123!!,error_mail,Mouse Wireless,GRATIS, ,2026-15-99
TXN-1087,Luis,luis68@gmail.com,Cable HDMI,518.54,1,2026-01-19 00:00:00
TXN-1008,Juan,juan11@gmail.com,Laptop Pro,244.34,2,2026-01-25 00:00:00
TXN-1374,Elena,pedro90@gmail.com,Laptop Pro,339.32,5,2026-01-04 00:00:00
TXN-1189,Juan,carlos51@gmail.com,Laptop Pro,621.94,3,2026-01-06 00:00:00
TXN-1360,Ana,elena47@gmail.com,Monitor 4K,886.06,1,2026-01-23 00:00:00
ERR-#38,Juan123!!,usuario@sinpunto,Headset Gamer,GRATIS,999999,ERROR
ERR-#6,Marta123!!,error_mail,Laptop Pro,GRATIS,999999,2026-15-99
TXN-1299,Carlos,maria45@gmail.com,Teclado Mecánico,966.9,4,2026-01-02 00:00:00
TXN-1456,Pedro,elena28@gmail.com,Mouse Wireless,741.13,2,2026-01-14 00:00:00
